Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree,Column,Column2
618,Friedrich Scheibe,Bauten,1,13,5,0.349153,0.367395,0,0.1137,13,,
619,Friedrich Otto Fischer,Darsteller,1,15,5,0.358729,0.381452,0,0.107423,15,,
620,Friedrich Forster,Drehbuch,1,14,5,0.370171,0.392172,0,0.12701,14,,
621,Friedrich Domin,Darsteller,1,13,5,0.327114,0.347087,0,0.060575,12,,
622,Friedl Haerlin,Darsteller,1,10,5,0.355019,0.376294,0,0.069091,10,,
623,Friedl Czepa,Darsteller,1,10,5,0.354409,0.374474,0,0.088146,10,,
624,Fred Raymond,Musik,1,17,5,0.358261,0.381655,0,0.18526,16,,
625,Fred Liewehr,Darsteller,1,10,5,0.354409,0.374474,0,0.088146,10,,
626,Franz W. Schröder-Schrom,Darsteller,1,17,4,0.356401,0.379551,0,0.12124,17,,
627,Franz Vogel,Produzent,1,13,4,0.352589,0.372775,0,0.087686,13,,
628,Franz R. Friedl,Musik,1,12,5,0.340496,0.359506,0,0.057802,12,,
629,Franz Pfaudler,Darsteller,1,13,4,0.351386,0.371056,0,0.076568,12,,
630,Franz König,Bauten,1,13,5,0.345203,0.366282,0,0.055327,13,,
631,Franz Doelle,Musik,1,13,4,0.352589,0.372775,0,0.087686,13,,
632,Franz Bi,Bauten,1,12,4,0.349153,0.368426,0,0.069284,12,,
633,Franz Berner,Bauten,1,13,5,0.338398,0.355967,0,0.050486,12,,
634,Frank Thieß,Drehbuch,1,12,4,0.375399,0.395833,0,0.11656,12,,
635,Elisabeth Lennartz,Darsteller,1,12,4,0.365897,0.386023,0,0.104337,12,,
636,Elfriede Datzig,Darsteller,1,12,5,0.334959,0.353641,0,0.051658,11,,
637,Gisa Wurm,Darsteller,1,14,5,0.3296,0.348443,0,0.0536,13,,
638,Beppo Brem,Darsteller,1,12,5,0.357794,0.377811,0,0.089641,12,,
639,Artur Schwarz,Bauten,1,14,4,0.340074,0.359324,0,0.072425,14,,
640,Auguste Prasch-Grevenberg,Darsteller,1,14,5,0.330128,0.349595,0,0.069149,13,,
641,Axel Monjé,Darsteller,1,10,4,0.340637,0.356998,0,0.044826,9,,
642,Axel von Ambesser,Darsteller,1,13,5,0.345203,0.366282,0,0.055327,13,,
643,Beniamino Gigli,Darsteller,1,18,5,0.344482,0.36699,0,0.088984,18,,
644,Benito Perojo,Regie,1,4,5,0.305411,0.319377,0,0.016328,4,,
858,E. W. Emo,Regie/Produzent,3,32,5,0.36901,0.396218,420.1029,0.135939,21,,
646,Arthur Devère,Darsteller,1,12,5,0.307577,0.326739,0,0.03306,12,,
647,Berndt von Tyszka,Schnitt,1,12,4,0.365897,0.386023,0,0.104337,12,,
648,Bernhard Minetti,Darsteller,1,12,4,0.361562,0.379956,0,0.080119,12,,
649,Berthold Ebbecke,Drehbuch,1,12,5,0.357019,0.37771,0,0.085633,12,,
650,Bertl Höcht,Kamera,1,15,4,0.346655,0.367011,0,0.070067,14,,
651,Bruno Fritz,Darsteller,1,14,5,0.346947,0.367091,0,0.08062,14,,
652,Bruno Uher,Musik,1,17,4,0.372345,0.393912,0,0.18085,15,,
653,Arthur Pohl,Drehbuch,1,12,5,0.361562,0.38216,0,0.096196,12,,
654,Armin Münch,Darsteller,1,10,4,0.340637,0.356998,0,0.044826,9,,
655,Elfe Gerhart,Darsteller,1,14,4,0.362198,0.382383,0,0.104686,13,,
656,Alf Zengerling,Regie,1,0,0,0,0,0,0,0,,
657,Agnes Windeck,Darsteller,1,15,5,0.341201,0.361731,0,0.089447,14,,
658,Albert Lippert,Darsteller,1,13,4,0.363636,0.38481,0,0.109542,13,,
659,Alberto Giacalone,Produzent,1,18,5,0.344482,0.36699,0,0.088984,18,,
660,Aldo von Pinelli,Drehbuch,1,17,5,0.358261,0.381655,0,0.18526,16,,
661,Alexander Golling,Darsteller,1,14,4,0.361245,0.381877,0,0.117357,14,,
662,Alexander Lix,Drehbuch,1,14,4,0.36188,0.38127,0,0.083305,13,,
663,Alfred Greven,Produzent,1,15,4,0.352438,0.372573,0,0.092797,14,,
664,Anselmo Fernández,Darsteller,1,8,4,0.324793,0.342334,0,0.032697,8,,
665,Alfred Karen,Darsteller,1,14,5,0.319752,0.338977,0,0.055544,13,,
666,Alfred Maack,Darsteller,1,12,4,0.35034,0.368831,0,0.070339,11,,
667,Alice Treff,Darsteller,1,14,4,0.377462,0.399171,0,0.140561,14,,
668,Andrieux,Darsteller,1,12,5,0.307577,0.326739,0,0.03306,12,,
669,Angela Salloker,Darsteller,1,13,4,0.339654,0.359729,0,0.064741,12,,
670,Annie Markart,Darsteller,1,14,4,0.361245,0.381877,0,0.117357,14,,
671,C. V. Rock,Drehbuch,1,13,4,0.376256,0.399373,0,0.147283,13,,
672,Carl Bach,Schnitt,1,14,4,0.369838,0.390069,0,0.125207,13,,
673,Carl Forcht,Schnitt,1,14,4,0.36188,0.38127,0,0.083305,13,,
674,Eberhard Itzenplitz,Darsteller,1,14,5,0.355632,0.377306,0,0.097618,13,,
675,Curt Lukas,Darsteller,1,13,4,0.362836,0.383091,0,0.099089,12,,
676,Curt Reinhard Dietz,Drehbuch,1,14,5,0.354714,0.376699,0,0.139347,14,,
677,Dinah Nelken,Drehbuch,1,15,4,0.372851,0.39371,0,0.137099,15,,
678,Dénes Buday,Musik,1,13,4,0.328549,0.347492,0,0.040921,12,,
679,E. Hollitzer,Drehbuch,1,13,4,0.352589,0.372775,0,0.087686,13,,
859,Erich Engels,Regie/Drehbuch,3,40,4,0.384867,0.412419,525.953259,0.173542,26,,
681,Eberhard Keindorff,Drehbuch,1,16,4,0.360455,0.382686,0,0.127515,14,,
861,Günther Rittau,Kamera/Regie,4,46,4,0.409339,0.443366,9581.923601,0.234488,42,,
683,Eberhard Klagemann,Produzent,1,13,5,0.345203,0.366282,0,0.055327,13,,
684,Eckart von Naso,Drehbuch,1,13,5,0.350937,0.369316,0,0.07305,13,,
685,Edmond Ardisson,Darsteller,1,9,5,0.291372,0.30621,0,0.016867,9,,
686,Eduard Köck,Darsteller,1,14,5,0.34651,0.366282,0,0.076366,13,,
687,Eduard von Winterstein,Darsteller,1,15,4,0.365248,0.387035,0,0.130385,15,,
688,El Aalami,Darsteller,1,9,5,0.289123,0.303519,0,0.012876,8,,
689,Curt Ackermann,Darsteller,1,17,4,0.372345,0.393912,0,0.18085,15,,
690,Curd Jürgens,Darsteller,1,15,4,0.358417,0.381068,0,0.136582,15,,
691,Claire Winter,Darsteller,1,14,4,0.362198,0.382383,0,0.104686,13,,
692,Christine Grabe,Darsteller,1,15,4,0.352438,0.372573,0,0.092797,14,,
693,Charlotte Thiele,Darsteller,1,13,5,0.342477,0.362237,0,0.07931,12,,
694,Charlotte Ander,Darsteller,1,12,5,0.334959,0.353641,0,0.051658,11,,
695,Charles Gounod,Musik,1,18,5,0.344482,0.36699,0,0.088984,18,,
696,Cecilio Paniagua,Kamera,1,9,5,0.289123,0.303519,0,0.012876,8,,
697,Catherine Fonteney,Darsteller,1,12,5,0.307577,0.326739,0,0.03306,12,,
698,Caspar Neher,Bauten,1,13,4,0.351386,0.371056,0,0.076568,12,,
699,Carmine Gallone,Regie,1,11,5,0.366222,0.386812,0,0.097489,11,,
700,Carlos Velo,Regie,1,9,5,0.289123,0.303519,0,0.012876,8,,
701,Carla Rust,Darsteller,1,12,4,0.35034,0.368831,0,0.070339,11,,
702,Carl Kuhlmann,Darsteller,1,14,5,0.350042,0.37053,0,0.08865,13,,
703,Carl Heinz Wolff,Regie,1,5,4,0.306206,0.320287,0,0.014198,5,,
704,Carl Günther,Darsteller,1,14,5,0.34651,0.366282,0,0.076366,13,,
705,Carl G. von Bazant,Musik,1,15,4,0.352438,0.372573,0,0.092797,14,,
706,Gina Manès,Darsteller,1,11,5,0.297688,0.315109,0,0.023996,11,,
707,Gretl Theimer,Darsteller,1,10,5,0.354409,0.374474,0,0.088146,10,,
708,Leopold Hainisch,Regie,1,10,5,0.324665,0.342739,0,0.034819,10,,
709,Josef Bielen,Drehbuch,1,12,5,0.340496,0.359506,0,0.057802,12,,
853,Otto Linnekogel,Drehbuch/Regie,2,24,4,0.362836,0.383091,0,0.099089,12,,
711,Johann Massias,Bauten,1,14,5,0.330128,0.349595,0,0.069149,13,,
712,Johann Sebastian Bach,Musik,1,14,5,0.330128,0.349595,0,0.069149,13,,
713,Johannes Guter,Regie,1,12,5,0.369672,0.389947,0,0.106415,12,,
855,Paul May,Schnitt/Regie,2,29,5,0.375912,0.404409,203.437801,0.159261,25,,
715,Johannes Müller,Musik,1,15,5,0.372682,0.395105,0,0.15939,15,,
716,Josef Dahmen,Darsteller,1,12,4,0.348709,0.368224,0,0.066116,11,,
717,Jenny Jugo,Darsteller,1,13,5,0.345203,0.366282,0,0.055327,13,,
718,Josef Strecha,Kamera,1,13,5,0.366548,0.38843,0,0.110342,13,,
719,Joseph Dalmann,Drehbuch,1,13,5,0.338398,0.355967,0,0.050486,12,,
720,Josi Kleinpeter,Darsteller,1,12,5,0.340496,0.359506,0,0.057802,12,,
721,Juan Mostazo Morales,Musik,1,4,5,0.305411,0.319377,0,0.016328,4,,
722,Jules Berry,Darsteller,1,9,5,0.291372,0.30621,0,0.016867,9,,
723,Jules Krüger,Kamera,1,11,5,0.297688,0.315109,0,0.023996,11,,
724,Jessie Vihrog,Darsteller,1,11,5,0.364441,0.386408,0,0.118813,11,,
725,Jenny Burnay,Darsteller,1,11,5,0.297688,0.315109,0,0.023996,11,,
726,Hugo Flink,Darsteller,1,13,5,0.329996,0.349899,0,0.07959,13,,
727,Ingeborg von Kusserow,Darsteller,1,12,5,0.346218,0.366586,0,0.060282,12,,
728,Igor Oberberg,Kamera,1,13,5,0.362357,0.383778,0,0.103023,12,,
729,Ilse Fürstenberg,Darsteller,1,15,4,0.352438,0.372573,0,0.092797,14,,
730,Ilse Maria Spath,Drehbuch,1,14,5,0.355632,0.377306,0,0.097618,13,,
731,Ilse Petri,Darsteller,1,14,5,0.362516,0.384385,0,0.11529,13,,
732,Imperio Argentina,Darsteller,1,8,4,0.324793,0.342334,0,0.032697,8,,
733,Ingeborg Hertel,Darsteller,1,14,5,0.362516,0.384385,0,0.11529,13,,
734,Irmingard Schreiter,Darsteller,1,12,4,0.349153,0.368426,0,0.069284,12,,
735,Jean Gabin,Darsteller,1,11,5,0.297688,0.315109,0,0.023996,11,,
736,Ita Rina,Darsteller,1,12,5,0.357019,0.37771,0,0.085633,12,,
737,Iwa Wanja,Darsteller,1,13,4,0.361404,0.382787,0,0.111285,13,,
738,Jack Trevor,Darsteller,1,13,4,0.348562,0.368426,0,0.064785,13,,
739,Jakob Tiedtke,Darsteller,1,13,5,0.348267,0.368002,0,0.059253,12,,
740,Jaspar von Oertzen,Darsteller,1,13,4,0.363636,0.38481,0,0.109542,13,,
741,Jean Aurenche,Drehbuch,1,9,5,0.291372,0.30621,0,0.016867,9,,
742,Julia Serda,Darsteller,1,12,5,0.363636,0.3857,0,0.114855,12,,
743,Juliane Kay,Drehbuch,1,12,4,0.365897,0.386023,0,0.104337,12,,
744,Jupp Hussels,Darsteller,1,12,4,0.349153,0.368426,0,0.069284,12,,
745,Kurt R. Neubert,Drehbuch,1,14,5,0.346947,0.367091,0,0.08062,14,,
746,Klaus Stapenhorst,Schnitt,1,13,5,0.350042,0.369822,0,0.067608,12,,
747,Klaus von Rautenfeld,Kamera,1,15,4,0.346655,0.367011,0,0.070067,14,,
748,Kurt Bortfeldt,Drehbuch,1,12,5,0.348562,0.369114,0,0.077262,11,,
749,Kurt Fischer-Fehling,Darsteller,1,13,4,0.353345,0.373786,0,0.067943,13,,
750,Kurt Hampp,Schnitt,1,13,5,0.348267,0.368002,0,0.059253,12,,
751,Kurt Künzel,Produzent,1,17,5,0.358261,0.381655,0,0.18526,16,,
752,Kurt Schulz,Kamera,1,14,5,0.370171,0.392172,0,0.12701,14,,
753,Kammerknecht,Schnitt,1,15,4,0.352438,0.372573,0,0.092797,14,,
754,Kurt Seifert,Darsteller,1,12,4,0.35034,0.368831,0,0.070339,11,,
755,Kurt Waitzmann,Darsteller,1,15,5,0.372682,0.395105,0,0.15939,15,,
756,Käte Merk,Darsteller,1,14,4,0.348414,0.367921,0,0.076411,14,,
757,Käthe Gold,Darsteller,1,13,4,0.351386,0.371056,0,0.076568,12,,
758,La Jana,Darsteller,1,13,4,0.348562,0.368426,0,0.064785,13,,
759,Lena Neumann,Schnitt,1,14,4,0.340074,0.359324,0,0.072425,14,,
760,Klaus Detlef Sierck,Darsteller,1,14,5,0.355632,0.377306,0,0.097618,13,,
761,Kirsten Heiberg,Darsteller,1,18,5,0.344482,0.36699,0,0.088984,18,,
762,Karlheinz Martin,Regie,1,13,5,0.366548,0.38843,0,0.110342,13,,
763,Karl Stepanek,Darsteller,1,12,5,0.357794,0.377811,0,0.089641,12,,
764,Karl Skraup,Darsteller,1,14,5,0.3296,0.348443,0,0.0536,13,,
765,Karl Platen,Darsteller,1,14,5,0.341767,0.361772,0,0.05375,13,,
766,Karl Ludwig Schreiber,Darsteller,1,14,4,0.36188,0.38127,0,0.083305,13,,
767,Karl List,Musik,1,15,4,0.346655,0.367011,0,0.070067,14,,
768,Karl Kurzmayer,Kamera,1,12,5,0.334959,0.353641,0,0.051658,11,,
769,Karl Kneidinger,Darsteller,1,10,5,0.324665,0.342739,0,0.034819,10,,
770,Karl Heinz Stroux,Regie,1,13,4,0.352589,0.372775,0,0.087686,13,,
771,Karl Habacher,Darsteller,1,11,4,0.371841,0.392698,0,0.124045,11,,
772,Karl Drömmer,Kamera,1,13,4,0.328549,0.347492,0,0.040921,12,,
773,Karl Dannemann,Darsteller,1,13,4,0.353345,0.373786,0,0.067943,13,,
774,Karl Bunje,Drehbuch,1,17,4,0.356401,0.379551,0,0.12124,17,,
775,Karl Anton,Regie,1,13,5,0.342477,0.362237,0,0.07931,12,,
776,Kapitän der Mc,Darsteller,1,13,4,0.348562,0.368426,0,0.064785,13,,
777,Ida Wüst,Darsteller,1,15,5,0.358729,0.381452,0,0.107423,15,,
778,Horst R. Fink,Kamera,1,15,4,0.358417,0.381068,0,0.136582,15,,
779,Gustaf Gründgens,Regie,1,13,5,0.350937,0.369316,0,0.07305,13,,
780,Hans-Martin Majewski,Musik,1,13,5,0.349153,0.367395,0,0.1137,13,,
781,Hans Haueisen,Bauten,1,12,4,0.352287,0.372775,0,0.06692,12,,
782,Hans Heinrich,Schnitt,1,13,4,0.378155,0.399778,0,0.115912,12,,
783,Hans Hotter,Darsteller,1,13,5,0.360297,0.382059,0,0.124948,13,,
784,Hans Luigi,Bauten,1,13,4,0.352589,0.372775,0,0.087686,13,,
785,Hans Schmodde,Drehbuch,1,14,5,0.350042,0.37053,0,0.08865,13,,
786,Hans Steinhoff,Regie,1,15,4,0.356093,0.376618,0,0.081958,14,,
787,Hansi Arnstaedt,Darsteller,1,12,4,0.361562,0.379956,0,0.080119,12,,
788,Hans Albers,Darsteller,1,14,4,0.340074,0.359324,0,0.072425,14,,
789,Harald Bratt,Drehbuch,1,10,5,0.355019,0.376294,0,0.069091,10,,
790,Harald G. Petersson,Drehbuch,1,12,4,0.361562,0.379956,0,0.080119,12,,
791,Hauptmann  Hesse,Drehbuch,1,17,4,0.356401,0.379551,0,0.12124,17,,
792,Heinrich Fuchs,Darsteller,1,15,4,0.358417,0.381068,0,0.136582,15,,
793,Heinrich Kalnberg,Darsteller,1,14,4,0.340074,0.359324,0,0.072425,14,,
794,Heinrich Schroth,Darsteller,1,15,5,0.341201,0.361731,0,0.089447,14,,
795,Hans Gustl Kemmayr,Drehbuch,1,13,4,0.328549,0.347492,0,0.040921,12,,
796,Hans Ailbout,Musik,1,3,5,0.234758,0.242273,0,0.002092,3,,
797,Horst Budjuhn,Drehbuch,1,14,4,0.360297,0.38036,0,0.119448,14,,
798,Günther Lüders,Darsteller,1,13,5,0.352438,0.373261,0,0.092651,13,,
799,Gustav Althoff,Produzent,1,14,5,0.354714,0.376699,0,0.139347,14,,
800,Gustav Kampendonk,Drehbuch,1,12,5,0.357794,0.377811,0,0.089641,12,,
801,Gustav Waldau,Darsteller,1,14,4,0.361245,0.381877,0,0.117357,14,,
802,Gusti Huber,Darsteller,1,14,4,0.369838,0.390069,0,0.125207,13,,
803,Gösta Richter,Darsteller,1,7,5,0.28453,0.299494,0,0.012115,7,,
804,Günther Kulemeyer,Drehbuch,1,15,5,0.341201,0.361731,0,0.089447,14,,
862,Heinz Hilpert,Drehbuch/Regie,2,24,4,0.351386,0.371056,0,0.076568,12,,
806,Hans Adalbert Schlettow,Darsteller,1,15,4,0.346655,0.367011,0,0.070067,14,,
807,H. W. Becker,Drehbuch,1,14,4,0.377462,0.399171,0,0.140561,14,,
808,Hanne Mertens,Darsteller,1,13,4,0.362836,0.383091,0,0.099089,12,,
809,Hannes Keppler,Darsteller,1,14,4,0.348414,0.367921,0,0.076411,14,,
810,Hanns Marschall,Drehbuch,1,13,4,0.363636,0.38481,0,0.109542,13,,
811,Hanns Mohaupt,Regie,1,13,4,0.372345,0.39553,0,0.132731,13,,
812,Hannsgeorg Laubenthal,Darsteller,1,14,4,0.360297,0.38036,0,0.119448,14,,
813,Heinrich Troxbömker,Darsteller,1,13,4,0.351386,0.371056,0,0.076568,12,,
814,Heinz Becker-Trier,Drehbuch,1,15,5,0.358729,0.381452,0,0.107423,15,,
815,Heinz Engelmann,Darsteller,1,13,5,0.348857,0.370732,0,0.093268,13,,
816,Hermann Thimig,Darsteller,1,14,4,0.369838,0.390069,0,0.125207,13,,
817,Herbert Tjadens,Drehbuch,1,13,4,0.370837,0.392799,0,0.118769,12,,
818,Herbert Wilk,Darsteller,1,13,5,0.327114,0.347087,0,0.060575,12,,
819,Herma Relin,Darsteller,1,12,5,0.340496,0.359506,0,0.057802,12,,
820,Hermann Braun,Darsteller,1,15,4,0.34477,0.363977,0,0.059144,14,,
821,Hermann Brix,Darsteller,1,14,4,0.376772,0.398261,0,0.155903,14,,
822,Hermann Haller,Schnitt,1,13,4,0.328549,0.347492,0,0.040921,12,,
823,Hermann Warm,Bauten,1,14,5,0.330128,0.349595,0,0.069149,13,,
825,Hertha von Gebhardt,Drehbuch,1,14,4,0.377462,0.399171,0,0.140561,14,,
826,Hilde Krahl,Darsteller,1,15,5,0.341201,0.361731,0,0.089447,14,,
827,Adolf Kühn,Kamera,1,13,4,0.339654,0.359729,0,0.064741,12,,
828,Hildegard Grethe,Darsteller,1,15,4,0.356093,0.376618,0,0.081958,14,,
829,Hjalmar Fries,Drehbuch,1,13,4,0.353345,0.373786,0,0.067943,13,,
830,Horst Birr,Darsteller,1,15,4,0.34477,0.363977,0,0.059144,14,,
831,Herbert Selpin,Regie,1,14,4,0.340074,0.359324,0,0.072425,14,,
832,Herbert Nitzschke,Bauten,1,12,5,0.307577,0.326739,0,0.03306,12,,
833,Herbert Maisch,Regie,1,15,4,0.34477,0.363977,0,0.059144,14,,
834,Herbert Ernst Groh,Darsteller,1,10,4,0.355479,0.375303,0,0.117326,9,,
835,Herbert B. Fredersdorf,Schnitt,1,13,5,0.366548,0.38843,0,0.110342,13,,
836,Henri Tomasi,Musik,1,11,5,0.297688,0.315109,0,0.023996,11,,
837,Henny Porten,Darsteller,1,13,4,0.361404,0.382787,0,0.111285,13,,
838,Helmut Eweler,Produzent,1,14,5,0.319752,0.338977,0,0.055544,13,,
839,Helmut Brandis,Drehbuch,1,13,4,0.362836,0.383091,0,0.099089,12,,
840,Hellmuth Bergmann,Darsteller,1,13,4,0.328549,0.347492,0,0.040921,12,,
841,Helene Lauterböck,Darsteller,1,14,5,0.3296,0.348443,0,0.0536,13,,
842,Heinz von Jaworsky,Kamera,1,15,4,0.34477,0.363977,0,0.059144,14,,
843,Heinz von Cleve,Darsteller,1,13,5,0.366548,0.38843,0,0.110342,13,,
844,Heinz Welzel,Darsteller,1,15,4,0.34477,0.363977,0,0.059144,14,,
845,Heinz Schnackertz,Kamera,1,15,4,0.365248,0.387035,0,0.130385,15,,
846,Heinz Müller,Darsteller,1,14,5,0.319752,0.338977,0,0.055544,13,,
863,Willi Kollo,Drehbuch/Musik,2,24,5,0.342477,0.362237,0,0.07931,12,,
848,Édouard Delmont,Darsteller,1,9,5,0.291372,0.30621,0,0.016867,9,,
849,Paul Hörbiger,Darsteller/Produzent,13,177,4,0.489311,0.541869,13088.420824,1,121,,
